NumOfEventsInJourney,NumSessions,interactionTime,maxPrice,minPrice,NumCart,NumView,InsessionCart,InsessionView,year,month,weekday,timeOfDay,Weekend,Purchase
1,1,0,49.01,49.01,1,0,1,0,2019,11,1,1,0,0
1,1,0,20.57,20.57,0,1,0,1,2019,11,5,5,0,0
1,1,0,1029.11,1029.11,0,1,0,1,2019,11,4,5,0,0
1,1,0,36.04,36.04,0,1,0,1,2019,11,5,5,0,0
1,1,0,915.08,915.08,0,1,0,1,2019,11,4,6,0,0
1,1,0,18.04,18.04,0,1,0,1,2019,11,2,6,0,0
1,1,0,372.44,372.44,0,1,0,3,2019,11,5,3,0,0
1,1,0,403.36,403.36,0,1,0,1,2019,11,7,1,0,0
1,1,0,61.78,61.78,0,1,0,2,2019,11,1,1,0,0
1,1,0,23.14,23.14,0,1,0,2,2019,11,7,3,0,0
1,1,0,16.53,16.53,0,1,0,1,2019,11,7,5,0,0
1,1,0,136.43,136.43,0,1,0,1,2019,11,5,5,0,0
1,1,0,20.34,20.34,0,1,0,1,2019,11,6,5,0,0
1,1,0,118.01,118.01,0,1,0,1,2019,11,6,3,0,0
1,1,0,103.61,103.61,0,1,0,1,2019,11,2,3,0,0
1,1,0,246.03,246.03,0,1,0,1,2019,11,3,2,0,0
1,1,0,63.32,63.32,0,1,0,1,2019,11,5,5,0,0
1,1,0,71.82,71.82,0,1,0,1,2019,11,1,2,0,0
4,4,190437,85.46,85.46,0,4,0,1,2019,11,1,3,0,0
1,1,0,166.8,166.8,0,1,0,1,2019,11,7,2,0,0
1,1,0,66.41,66.41,0,1,0,2,2019,11,6,2,0,0
2,2,22344,591.78,591.78,0,2,0,2,2019,11,6,3,0,0
2,1,99,2573.45,2573.45,0,2,0,2,2019,11,7,5,0,0
1,1,0,93.15,93.15,0,1,0,1,2019,11,2,5,0,0
1,1,0,226.51,226.51,0,1,0,1,2019,11,5,5,0,0
1,1,0,127.42,127.42,0,1,0,1,2019,11,4,5,0,0
1,1,0,133.59,133.59,0,1,0,1,2019,11,7,4,0,0
1,1,0,720.71,720.71,0,1,0,1,2019,11,3,5,0,0
1,1,0,1646.89,1646.89,0,1,0,1,2019,11,4,2,0,0
1,1,0,31.92,31.92,0,1,0,1,2019,11,5,3,0,0
1,1,0,228.78,228.78,0,1,0,1,2019,11,4,3,0,0
1,1,0,497.82,497.82,0,1,0,1,2019,11,5,4,0,0
1,1,0,35.67,35.67,1,0,1,0,2019,11,2,6,0,0
1,1,0,30.86,30.86,0,1,0,1,2019,11,5,4,0,0
1,1,0,27.91,27.91,0,1,0,1,2019,11,5,7,0,0
1,1,0,205.69,205.69,0,1,0,1,2019,11,5,2,0,0
1,1,0,914.23,914.23,1,0,1,0,2019,11,4,2,0,0
1,1,0,64.52,64.52,0,1,0,1,2019,11,1,3,0,0
1,1,0,565.78,565.78,0,1,0,1,2019,11,4,2,0,0
1,1,0,115.81,115.81,0,1,0,1,2019,11,3,2,0,0
1,1,0,37.07,37.07,0,1,0,1,2019,11,3,1,0,0
1,1,0,20.59,20.59,0,1,0,1,2019,11,6,1,0,0
1,1,0,229.64,229.64,1,0,1,0,2019,11,4,3,0,0
1,1,0,108.29,108.29,0,1,0,2,2019,11,7,5,0,0
1,1,0,66.9,66.9,0,1,0,2,2019,11,5,2,0,0
1,1,0,281.04,281.04,0,1,0,1,2019,11,3,5,0,0
1,1,0,70.79,70.79,0,1,0,1,2019,11,1,5,0,0
1,1,0,25.71,25.71,0,1,0,1,2019,11,5,6,0,0
1,1,0,254.32,254.32,0,1,0,1,2019,11,1,2,0,0
1,1,0,1902.24,1902.24,0,1,0,1,2019,11,4,1,0,0
1,1,0,133.08,133.08,0,1,0,1,2019,11,7,6,0,0
1,1,0,900.64,900.64,0,1,0,1,2019,11,6,1,0,0
1,1,0,223.92,223.92,0,1,0,1,2019,11,6,2,0,0
1,1,0,64.33,64.33,0,1,0,1,2019,11,2,1,0,0
1,1,0,64.35,64.35,0,1,0,1,2019,11,5,1,0,0
1,1,0,170.66,170.66,0,1,0,1,2019,11,7,5,0,0
1,1,0,47.11,47.11,0,1,0,4,2019,11,1,2,0,0
1,1,0,99.1,99.1,0,1,0,1,2019,11,5,2,0,0
2,2,95712,100.62,100.62,0,2,0,1,2019,11,4,3,0,0
1,1,0,34.75,34.75,0,1,0,1,2019,11,5,6,0,0
1,1,0,41.19,41.19,0,1,0,1,2019,11,7,7,0,0
1,1,0,40.64,40.64,0,1,0,1,2019,11,6,2,0,0
1,1,0,347.09,347.09,1,0,1,0,2019,11,6,3,0,0
1,1,0,244.25,244.25,0,1,0,1,2019,11,6,3,0,0
2,2,3415,369.99,369.99,0,2,0,1,2019,11,6,2,0,0
1,1,0,92.64,92.64,0,1,0,1,2019,11,3,2,0,0
1,1,0,568.65,568.65,0,1,0,2,2019,11,7,2,0,0
1,1,0,124.33,124.33,0,1,0,1,2019,11,5,3,0,0
1,1,0,458.1,458.1,1,0,1,0,2019,11,5,3,0,0
1,1,0,1902.24,1902.24,0,1,0,1,2019,11,3,7,0,0
1,1,0,552.4,552.4,0,1,0,3,2019,11,1,2,0,0
1,1,0,257.15,257.15,0,1,0,1,2019,11,4,5,0,0
1,1,0,92.64,92.64,0,1,0,1,2019,11,4,5,0,0
1,1,0,437.57,437.57,0,1,0,1,2019,11,7,2,0,0
1,1,0,48.65,48.65,0,1,0,1,2019,11,2,4,0,0
1,1,0,84.92,84.92,0,1,0,1,2019,11,7,1,0,0
1,1,0,122.53,122.53,1,0,1,0,2019,11,6,4,0,0
1,1,0,75.94,75.94,0,1,0,2,2019,11,5,7,0,0
1,1,0,128.45,128.45,0,1,0,1,2019,11,5,2,0,0
1,1,0,96.78,96.78,0,1,0,1,2019,11,5,5,0,0
1,1,0,849.42,849.42,0,1,0,1,2019,11,7,2,0,0
1,1,0,85.94,85.94,0,1,0,1,2019,11,6,2,0,0
1,1,0,386.11,386.11,0,1,0,1,2019,11,2,3,0,0
1,1,0,144.6,144.6,0,1,0,1,2019,11,4,4,0,0
1,1,0,771.94,771.94,0,1,0,1,2019,11,1,6,0,0
1,1,0,193.06,193.06,0,1,0,1,2019,11,3,5,0,0
1,1,0,125.49,125.49,0,1,0,1,2019,11,7,3,0,0
1,1,0,94.96,94.96,0,1,0,1,2019,11,7,6,0,0
1,1,0,1211.43,1211.43,0,1,0,1,2019,11,1,3,0,0
1,1,0,129.85,129.85,0,1,0,1,2019,11,6,3,0,0
1,1,0,65.38,65.38,0,1,0,1,2019,11,1,5,0,0
1,1,0,298.57,298.57,0,1,0,1,2019,11,6,5,0,0
1,1,0,102.11,102.11,1,0,1,0,2019,11,1,2,0,0
1,1,0,108.63,108.63,0,1,0,1,2019,11,2,2,0,0
1,1,0,139.95,139.95,0,1,0,1,2019,11,5,1,0,0
1,1,0,236.77,236.77,0,1,0,1,2019,11,6,2,0,0
1,1,0,180.18,180.18,0,1,0,1,2019,11,4,2,0,0
1,1,0,178.89,178.89,0,1,0,1,2019,11,3,1,0,0
1,1,0,136.14,136.14,0,1,0,1,2019,11,1,5,0,0
1,1,0,534.63,534.63,0,1,0,1,2019,11,5,1,0,0
1,1,0,188.86,188.86,0,1,0,2,2019,11,5,1,0,0
1,1,0,190.22,190.22,0,1,0,1,2019,11,2,5,0,0
1,1,0,158.56,158.56,0,1,0,2,2019,11,7,5,0,0
1,1,0,1364,1364,0,1,0,1,2019,11,6,2,0,0
1,1,0,148.02,148.02,0,1,0,1,2019,11,1,6,0,0
1,1,0,447.37,447.37,0,1,0,1,2019,11,5,5,0,0
1,1,0,242.13,242.13,0,1,0,1,2019,11,7,2,0,0
1,1,0,177.03,177.03,1,0,1,0,2019,11,7,4,0,0
1,1,0,43.24,43.24,0,1,0,1,2019,11,3,5,0,0
1,1,0,257.41,257.41,0,1,0,1,2019,11,6,5,0,0
1,1,0,45.52,45.52,0,1,0,2,2019,11,6,2,0,0
1,1,0,715.85,715.85,0,1,0,1,2019,11,5,5,0,0
1,1,0,131.28,131.28,0,1,0,1,2019,11,2,2,0,0
1,1,0,38.1,38.1,0,1,0,1,2019,11,4,5,0,0
1,1,0,35.77,35.77,0,1,0,1,2019,11,6,5,0,0
1,1,0,51.22,51.22,0,1,0,1,2019,11,3,5,0,0
1,1,0,15.06,15.06,0,1,0,2,2019,11,5,5,0,0
1,1,0,115.83,115.83,0,1,0,2,2019,11,5,1,0,0
1,1,0,27.29,27.29,0,1,0,1,2019,11,6,6,0,0
1,1,0,12.84,12.84,0,1,0,1,2019,11,7,5,0,0
1,1,0,115.06,115.06,0,1,0,2,2019,11,5,5,0,0
1,1,0,205.67,205.67,0,1,0,1,2019,11,7,3,0,0
1,1,0,102.58,102.58,0,1,0,1,2019,11,2,6,0,0
2,1,40,434.22,434.22,1,1,1,4,2019,11,7,5,0,0
1,1,0,79.02,79.02,0,1,0,2,2019,11,6,7,0,0
1,1,0,460.5,460.5,0,1,0,1,2019,11,1,2,0,0
1,1,0,364.06,364.06,0,1,0,1,2019,11,7,6,0,0
1,1,0,38.59,38.59,0,1,0,1,2019,11,4,5,0,0
1,1,0,1258.69,1258.69,0,1,0,1,2019,11,3,2,0,0
1,1,0,22.91,22.91,0,1,0,2,2019,11,4,6,0,0
1,1,0,394.11,394.11,0,1,0,1,2019,11,1,6,0,0
1,1,0,36.55,36.55,0,1,0,2,2019,11,2,5,0,0
1,1,0,374.76,374.76,0,1,0,1,2019,11,1,6,0,0
1,1,0,64.61,64.61,0,1,0,1,2019,11,6,5,0,0
1,1,0,1136.97,1136.97,0,1,0,3,2019,11,6,6,0,0
1,1,0,189.19,189.19,1,0,1,0,2019,11,6,5,0,0
1,1,0,96.78,96.78,0,1,0,1,2019,11,5,5,0,0
1,1,0,43.73,43.73,0,1,0,1,2019,11,4,1,0,0
1,1,0,138.72,138.72,0,1,0,1,2019,11,6,2,0,0
1,1,0,474.66,474.66,0,1,0,2,2019,11,4,2,0,0
1,1,0,1.88,1.88,0,1,0,1,2019,11,4,2,0,0
1,1,0,207.21,207.21,0,1,0,1,2019,11,6,2,0,0
1,1,0,33.44,33.44,0,1,0,2,2019,11,3,7,0,0
1,1,0,195.09,195.09,0,1,0,1,2019,11,7,2,0,0
1,1,0,205.9,205.9,0,1,0,1,2019,11,6,1,0,0
1,1,0,795.38,795.38,0,1,0,1,2019,11,5,2,0,0
1,1,0,48.26,48.26,0,1,0,1,2019,11,4,3,0,0
1,1,0,35.75,35.75,0,1,0,1,2019,11,7,5,0,0
1,1,0,38.33,38.33,0,1,0,1,2019,11,5,1,0,0
2,2,1025,227.03,227.03,0,2,0,1,2019,11,1,1,0,0
1,1,0,396.64,396.64,0,1,0,1,2019,11,7,2,0,0
2,2,55327,0,0,0,2,0,2,2019,11,6,2,0,0
1,1,0,368.32,368.32,0,1,0,1,2019,11,6,3,0,0
1,1,0,874.93,874.93,0,1,0,1,2019,11,5,1,0,0
1,1,0,34.65,34.65,0,1,0,1,2019,11,5,5,0,0
1,1,0,38.35,38.35,0,1,0,1,2019,11,6,2,0,0
1,1,0,1.77,1.77,0,1,0,1,2019,11,2,2,0,0
1,1,0,25.74,25.74,0,1,0,1,2019,11,7,2,0,0
1,1,0,120.21,120.21,0,1,0,2,2019,11,5,1,0,0
2,2,429063,512.24,411.15,0,2,0,1,2019,11,1,3,0,0
1,1,0,64.35,64.35,0,1,0,1,2019,11,7,5,0,0
1,1,0,916.37,916.37,0,1,0,1,2019,11,6,2,0,0
1,1,0,77.22,77.22,0,1,0,1,2019,11,6,5,0,0
1,1,0,106.63,106.63,0,1,0,1,2019,11,2,1,0,0
2,1,29,246.38,246.38,0,2,0,2,2019,11,2,5,0,0
1,1,0,141.29,141.29,0,1,0,1,2019,11,5,5,0,0
1,1,0,20.59,20.59,0,1,0,1,2019,11,4,2,0,0
1,1,0,461.68,461.68,0,1,0,1,2019,11,2,2,0,0
1,1,0,411.83,411.83,0,1,0,1,2019,11,1,3,0,0
1,1,0,643.26,643.26,0,1,0,1,2019,11,5,2,0,0
1,1,0,108.62,108.62,0,1,0,3,2019,11,3,6,0,0
1,1,0,41.19,41.19,0,1,0,1,2019,11,2,3,0,0
1,1,0,74.62,74.62,0,1,0,1,2019,11,5,5,0,0
1,1,0,239.13,239.13,0,1,0,1,2019,11,5,3,0,0
1,1,0,167.29,167.29,0,1,0,1,2019,11,4,5,0,0
1,1,0,41.16,41.16,0,1,0,1,2019,11,3,2,0,0
1,1,0,223.94,223.94,0,1,0,1,2019,11,1,5,0,0
2,1,964,174.26,174.26,0,2,0,6,2019,11,7,6,0,0
1,1,0,38.61,38.61,0,1,0,1,2019,11,2,6,0,0
1,1,0,900.9,900.9,0,1,0,1,2019,11,7,6,0,0
1,1,0,154.19,154.19,0,1,0,1,2019,11,6,6,0,0
1,1,0,293.51,293.51,0,1,0,1,2019,11,7,6,0,0
1,1,0,242.4,242.4,0,1,0,2,2019,11,2,4,0,0
1,1,0,20.34,20.34,0,1,0,2,2019,11,5,5,0,0
2,2,4675,470.44,470.44,1,1,1,1,2019,11,3,6,0,0
1,1,0,161.86,161.86,0,1,0,2,2019,11,4,4,0,0
1,1,0,120.72,120.72,0,1,0,2,2019,11,6,3,0,0
1,1,0,1016.5,1016.5,0,1,0,3,2019,11,4,7,0,0
1,1,0,488.56,488.56,0,1,0,2,2019,11,4,5,0,0
1,1,0,591.78,591.78,0,1,0,1,2019,11,3,3,0,0
1,1,0,50.97,50.97,0,1,0,1,2019,11,6,5,0,0
1,1,0,540.3,540.3,0,1,0,1,2019,11,7,3,0,0
1,1,0,869.52,869.52,0,1,0,1,2019,11,6,3,0,0
1,1,0,82.37,82.37,0,1,0,1,2019,11,3,5,0,0
1,1,0,1415.22,1415.22,0,1,0,1,2019,11,1,5,0,0
1,1,0,1217.53,1217.53,0,1,0,1,2019,11,7,5,0,0
1,1,0,51.22,51.22,0,1,0,1,2019,11,1,3,0,0
1,1,0,453.77,453.77,0,1,0,1,2019,11,1,7,0,0
1,1,0,739.04,739.04,0,1,0,1,2019,11,5,2,0,0
1,1,0,23.14,23.14,1,0,1,0,2019,11,7,6,0,0
1,1,0,138.92,138.92,0,1,0,1,2019,11,1,5,0,0
1,1,0,159.59,159.59,0,1,0,2,2019,11,7,3,0,0
1,1,0,69.24,69.24,0,1,0,1,2019,11,1,6,0,0
2,1,530,174.17,174.17,0,2,0,2,2019,11,3,5,0,0
1,1,0,6.44,6.44,0,1,0,1,2019,11,1,6,0,0
1,1,0,155.29,155.29,0,1,0,1,2019,11,1,3,0,0
1,1,0,487.27,487.27,0,1,0,1,2019,11,7,1,0,0
1,1,0,154.39,154.39,0,1,0,1,2019,11,6,6,0,0
1,1,0,916.34,916.34,0,1,0,1,2019,11,2,1,0,0
1,1,0,316.1,316.1,0,1,0,1,2019,11,4,1,0,0
1,1,0,329.46,329.46,0,1,0,1,2019,11,6,3,0,0
1,1,0,20.08,20.08,0,1,0,1,2019,11,2,1,0,0
1,1,0,99.09,99.09,0,1,0,1,2019,11,7,5,0,0
1,1,0,27.03,27.03,0,1,0,1,2019,11,6,1,0,0
1,1,0,124.29,124.29,0,1,0,1,2019,11,6,4,0,0
1,1,0,669.23,669.23,0,1,0,1,2019,11,5,1,0,0
1,1,0,202.58,202.58,0,1,0,1,2019,11,6,5,0,0
1,1,0,860.85,860.85,0,1,0,1,2019,11,7,4,0,0
1,1,0,115.32,115.32,0,1,0,1,2019,11,4,6,0,0
1,1,0,58.4,58.4,0,1,0,1,2019,11,1,3,0,0
1,1,0,743.39,743.39,0,1,0,1,2019,11,4,1,0,0
1,1,0,41.19,41.19,0,1,0,1,2019,11,1,6,0,0
2,1,477,5.24,5.24,0,1,0,2,2019,11,3,2,0,1
1,1,0,218.77,218.77,0,1,0,2,2019,11,5,5,0,0
1,1,0,17.94,17.94,0,1,0,1,2019,11,1,5,0,0
1,1,0,321.73,321.73,0,1,0,1,2019,11,4,3,0,0
1,1,0,392.75,392.75,0,1,0,1,2019,11,6,1,0,0
1,1,0,463.07,463.07,0,1,0,1,2019,11,1,5,0,0
1,1,0,179.9,179.9,0,1,0,1,2019,11,6,6,0,0
2,2,943276,458.15,458.1,0,2,0,1,2019,11,5,1,0,0
1,1,0,92.9,92.9,0,1,0,1,2019,11,1,3,0,0
1,1,0,643.23,643.23,0,1,0,1,2019,11,5,2,0,0
1,1,0,308.63,308.63,0,1,0,1,2019,11,6,3,0,0
1,1,0,1421.99,1421.99,0,1,0,1,2019,11,4,6,0,0
1,1,0,82.76,82.76,0,1,0,1,2019,11,4,2,0,0
1,1,0,66.9,66.9,0,1,0,1,2019,11,6,1,0,0
1,1,0,836.29,836.29,0,1,0,2,2019,11,6,6,0,0
1,1,0,242.22,242.22,0,1,0,1,2019,11,1,2,0,0
1,1,0,171.17,171.17,0,1,0,1,2019,11,4,3,0,0
1,1,0,246.24,246.24,0,0,0,0,2019,11,5,2,0,1
1,1,0,141.55,141.55,0,1,0,2,2019,11,3,5,0,0
1,1,0,109.88,109.88,0,1,0,2,2019,11,5,3,0,0
2,2,3493,707.61,707.61,0,2,0,3,2019,11,7,6,0,0
1,1,0,208.24,208.24,0,0,0,0,2019,11,1,2,0,1
1,1,0,205.69,205.69,0,1,0,2,2019,11,2,5,0,0
1,1,0,24.71,24.71,0,1,0,2,2019,11,4,5,0,0
1,1,0,504.06,504.06,0,1,0,1,2019,11,1,1,0,0
1,1,0,320.59,320.59,0,1,0,1,2019,11,1,1,0,0
1,1,0,10.79,10.79,0,1,0,1,2019,11,2,5,0,0
1,1,0,347.47,347.47,0,1,0,1,2019,11,7,3,0,0
1,1,0,566.04,566.04,0,1,0,1,2019,11,6,2,0,0
1,1,0,77.22,77.22,0,1,0,1,2019,11,6,3,0,0
1,1,0,182.51,182.51,0,1,0,1,2019,11,2,2,0,0
1,1,0,290.61,290.61,0,1,0,2,2019,11,1,5,0,0
1,1,0,41.16,41.16,0,1,0,2,2019,11,4,6,0,0
1,1,0,259.98,259.98,0,1,0,1,2019,11,7,6,0,0
1,1,0,36.29,36.29,0,1,0,1,2019,11,3,2,0,0
1,1,0,63.32,63.32,0,1,0,1,2019,11,5,2,0,0
1,1,0,154.16,154.16,0,1,0,1,2019,11,6,2,0,0
1,1,0,501.92,501.92,0,1,0,1,2019,11,7,6,0,0
1,1,0,84.43,84.43,0,1,0,1,2019,11,5,6,0,0
1,1,0,90.61,90.61,0,1,0,1,2019,11,2,3,0,0
1,1,0,242.47,242.47,0,1,0,1,2019,11,6,2,0,0
1,1,0,175.78,175.78,0,1,0,3,2019,11,5,2,0,0
1,1,0,434.22,434.22,0,1,0,1,2019,11,6,6,0,0
1,1,0,278.69,278.69,1,0,1,1,2019,11,4,5,0,0
1,1,0,64.33,64.33,0,1,0,1,2019,11,4,5,0,0
1,1,0,255.98,255.98,0,1,0,1,2019,11,1,5,0,0
2,1,25,149.9,149.9,2,0,2,0,2019,11,5,6,0,0
1,1,0,43.76,43.76,0,1,0,1,2019,11,3,1,0,0
1,1,0,643.26,643.26,0,1,0,1,2019,11,6,3,0,0
1,1,0,64.33,64.33,0,1,0,1,2019,11,2,3,0,0
1,1,0,203.06,203.06,0,1,0,1,2019,11,6,1,0,0
1,1,0,669.23,669.23,0,1,0,1,2019,11,5,3,0,0
1,1,0,360.17,360.17,0,1,0,1,2019,11,6,5,0,0
3,2,1115,230.87,230.87,0,3,0,2,2019,11,7,2,0,0
1,1,0,437.33,437.33,0,1,0,1,2019,11,6,6,0,0
1,1,0,205.42,205.42,0,1,0,1,2019,11,7,6,0,0
1,1,0,289.33,289.33,0,1,0,1,2019,11,7,2,0,0
1,1,0,939.96,939.96,0,1,0,1,2019,11,6,6,0,0
1,1,0,1155.8,1155.8,0,1,0,1,2019,11,3,2,0,0
1,1,0,128.45,128.45,0,1,0,1,2019,11,3,6,0,0
1,1,0,796.19,796.19,0,1,0,1,2019,11,1,2,0,0
1,1,0,153.16,153.16,0,1,0,5,2019,11,7,6,0,0
1,1,0,110.66,110.66,0,1,0,1,2019,11,2,5,0,0
1,1,0,108.96,108.96,0,1,0,1,2019,11,7,6,0,0
1,1,0,582.25,582.25,0,1,0,4,2019,11,3,2,0,0
1,1,0,41.19,41.19,0,1,0,1,2019,11,7,1,0,0
1,1,0,84.43,84.43,0,1,0,1,2019,11,6,6,0,0
1,1,0,236.81,236.81,0,1,0,1,2019,11,5,7,0,0
1,1,0,81.86,81.86,0,1,0,2,2019,11,5,6,0,0
1,1,0,202.62,202.62,0,1,0,1,2019,11,3,2,0,0
1,1,0,2084.74,2084.74,0,1,0,2,2019,11,5,2,0,0
1,1,0,177.1,177.1,0,1,0,3,2019,11,2,3,0,0
1,1,0,38.59,38.59,0,1,0,1,2019,11,1,5,0,0
1,1,0,178.87,178.87,0,1,0,1,2019,11,1,3,0,0
1,1,0,79.02,79.02,0,1,0,2,2019,11,6,5,0,0
1,1,0,173.26,173.26,0,1,0,1,2019,11,4,5,0,0
1,1,0,112.98,112.98,0,0,0,0,2019,11,7,5,0,1
1,1,0,37.95,37.95,0,1,0,1,2019,11,4,2,0,0
1,1,0,1338.52,1338.52,0,1,0,1,2019,11,2,5,0,0
1,1,0,11.63,11.63,0,1,0,3,2019,11,3,4,0,0
1,1,0,171.88,171.88,0,1,0,1,2019,11,7,2,0,0
1,1,0,537.21,537.21,0,1,0,1,2019,11,4,5,0,0
1,1,0,473.96,473.96,0,1,0,1,2019,11,6,3,0,0
1,1,0,115.81,115.81,0,1,0,3,2019,11,3,5,0,0
1,1,0,69.76,69.76,0,1,0,1,2019,11,7,5,0,0
1,1,0,201.77,201.77,0,1,0,1,2019,11,1,5,0,0
1,1,0,45.02,45.02,0,1,0,1,2019,11,2,5,0,0
1,1,0,51.48,51.48,0,1,0,1,2019,11,7,5,0,0
1,1,0,159.33,159.33,1,0,1,0,2019,11,4,7,0,0
1,1,0,12.61,12.61,0,1,0,1,2019,11,5,7,0,0
1,1,0,472.85,472.85,0,1,0,1,2019,11,4,5,0,0
1,1,0,84.92,84.92,0,1,0,4,2019,11,5,2,0,0
1,1,0,265.65,265.65,0,1,0,1,2019,11,4,3,0,0
1,1,0,12.84,12.84,0,1,0,3,2019,11,6,6,0,0
1,1,0,102.94,102.94,0,1,0,2,2019,11,7,3,0,0
1,1,0,187.6,187.6,0,1,0,1,2019,11,6,3,0,0
1,1,0,566.27,566.27,0,1,0,1,2019,11,5,5,0,0
1,1,0,60.46,60.46,0,1,0,1,2019,11,2,2,0,0
1,1,0,120.72,120.72,0,1,0,1,2019,11,7,6,0,0
1,1,0,177.84,177.84,0,1,0,1,2019,11,7,3,0,0
1,1,0,108.11,108.11,0,1,0,1,2019,11,4,5,0,0
1,1,0,12.61,12.61,0,1,0,1,2019,11,2,3,0,0
1,1,0,1029.34,1029.34,0,1,0,1,2019,11,7,6,0,0
1,1,0,298.33,298.33,0,1,0,1,2019,11,7,3,0,0
1,1,0,128.68,128.68,0,1,1,4,2019,11,5,1,0,0
1,1,0,385.85,385.85,0,1,0,1,2019,11,4,5,0,0
1,1,0,1286.78,1286.78,0,1,0,1,2019,11,6,5,0,0
1,1,0,102.68,102.68,0,1,0,1,2019,11,5,5,0,0
1,1,0,823.68,823.68,0,1,0,1,2019,11,3,6,0,0
1,1,0,217.87,217.87,0,1,0,3,2019,11,1,1,0,0
1,1,0,60.49,60.49,0,1,0,1,2019,11,2,5,0,0
1,1,0,28.31,28.31,0,1,0,1,2019,11,4,3,0,0
1,1,0,795.9,795.9,0,1,0,1,2019,11,2,2,0,0
1,1,0,264.6,264.6,0,1,0,1,2019,11,7,3,0,0
1,1,0,89.84,89.84,0,1,0,1,2019,11,5,6,0,0
1,1,0,997.12,997.12,0,1,0,2,2019,11,2,4,0,0
1,1,0,164.74,164.74,0,1,0,1,2019,11,6,5,0,0
1,1,0,200.1,200.1,1,0,1,0,2019,11,4,2,0,0
1,1,0,471.19,471.19,0,1,0,1,2019,11,6,1,0,0
1,1,0,84.69,84.69,0,1,0,1,2019,11,1,4,0,0
1,1,0,926.21,926.21,0,1,0,1,2019,11,5,2,0,0
1,1,0,143.3,143.3,0,1,0,1,2019,11,1,2,0,0
1,1,0,645.06,645.06,0,1,0,1,2019,11,6,4,0,0
1,1,0,1209.12,1209.12,0,1,0,1,2019,11,7,6,0,0
1,1,0,342.33,342.33,0,1,0,1,2019,11,7,4,0,0
1,1,0,59.18,59.18,0,1,0,1,2019,11,6,4,0,0
2,2,130681,347.24,347.24,0,2,0,2,2019,11,5,1,0,0
1,1,0,146.54,146.54,0,1,0,1,2019,11,4,6,0,0
1,1,0,1644.08,1644.08,0,1,0,1,2019,11,5,1,0,0
1,1,0,80.18,80.18,0,1,0,1,2019,11,5,2,0,0
1,1,0,222.38,222.38,0,1,0,2,2019,11,4,6,0,0
1,1,0,102.16,102.16,0,1,0,1,2019,11,7,4,0,0
1,1,0,218.72,218.72,0,1,0,1,2019,11,6,3,0,0
1,1,0,916.37,916.37,1,0,1,0,2019,11,5,2,0,0
1,1,0,114.55,114.55,0,1,0,1,2019,11,2,7,0,0
1,1,0,127.93,127.93,0,1,0,2,2019,11,7,2,0,0
1,1,0,88.53,88.53,0,1,0,1,2019,11,3,5,0,0
1,1,0,229.07,229.07,0,1,0,1,2019,11,1,5,0,0
1,1,0,261.01,261.01,0,1,0,1,2019,11,6,5,0,0
1,1,0,38.59,38.59,0,1,0,1,2019,11,7,2,0,0
2,1,24,36.04,36.04,0,2,0,2,2019,11,7,2,0,0
1,1,0,83.56,83.56,0,1,0,2,2019,11,3,2,0,0
1,1,0,141.57,141.57,0,1,0,1,2019,11,7,3,0,0
1,1,0,157.53,157.53,0,1,0,1,2019,11,1,6,0,0
1,1,0,135.26,135.26,1,0,1,0,2019,11,4,3,0,0
1,1,0,143.89,143.89,0,1,0,1,2019,11,1,3,0,0
1,1,0,64.35,64.35,0,1,0,1,2019,11,2,2,0,0
1,1,0,308.89,308.89,0,1,0,1,2019,11,7,2,0,0
1,1,0,236.53,236.53,0,1,0,1,2019,11,5,1,0,0
1,1,0,202.32,202.32,0,1,0,1,2019,11,6,4,0,0
1,1,0,360.06,360.06,0,1,0,1,2019,11,7,2,0,0
1,1,0,566.04,566.04,0,1,0,1,2019,11,7,2,0,0
1,1,0,38.61,38.61,0,1,0,2,2019,11,6,2,0,0
1,1,0,592.04,592.04,0,1,0,1,2019,11,6,5,0,0
2,1,30,15.42,15.42,0,2,0,3,2019,11,1,7,0,0
2,2,497338,359.41,349.86,0,0,0,0,2019,11,3,2,0,1
1,1,0,10.88,10.88,0,1,0,1,2019,11,7,6,0,0
1,1,0,143.04,143.04,0,1,0,1,2019,11,6,5,0,0
1,1,0,61.73,61.73,0,1,1,3,2019,11,4,6,0,0
1,1,0,25.35,25.35,0,1,0,1,2019,11,3,1,0,0
1,1,0,437.33,437.33,0,1,0,2,2019,11,6,1,0,0
1,1,0,275.17,275.17,0,1,0,4,2019,11,7,2,0,0
1,1,0,58.69,58.69,0,1,0,1,2019,11,7,5,0,0
1,1,0,218.54,218.54,0,1,0,1,2019,11,1,5,0,0
1,1,0,73.46,73.46,0,1,0,1,2019,11,6,6,0,0
1,1,0,25.71,25.71,0,1,0,1,2019,11,4,6,0,0
1,1,0,242.4,242.4,0,1,0,1,2019,11,5,3,0,0
1,1,0,48.88,48.88,0,1,0,1,2019,11,1,3,0,0
1,1,0,53.54,53.54,0,1,0,2,2019,11,5,4,0,0
1,1,0,231.41,231.41,0,1,0,1,2019,11,1,5,0,0
1,1,0,21.75,21.75,0,1,0,2,2019,11,5,6,0,0
1,1,0,24.09,24.09,0,1,0,1,2019,11,7,3,0,0
1,1,0,30.63,30.63,0,1,0,1,2019,11,5,6,0,0
1,1,0,849.16,849.16,0,1,0,1,2019,11,7,3,0,0
