NumOfEventsInJourney,NumSessions,interactionTime,maxPrice,minPrice,NumCart,NumView,InsessionCart,InsessionView,year,month,weekday,timeOfDay,Weekend,Purchase
1,1,0,126.05,126.05,0,1,0,1,2019,11,6,2,0,0
1,1,0,1297.82,1297.82,0,1,0,1,2019,11,6,2,0,0
1,1,0,113.23,113.23,0,1,0,1,2019,11,4,5,0,0
1,1,0,69.24,69.24,0,1,0,3,2019,11,7,3,0,0
1,1,0,51.13,51.13,0,1,0,1,2019,11,3,5,0,0
1,1,0,136.4,136.4,0,1,0,1,2019,11,5,5,0,0
1,1,0,84.69,84.69,0,1,0,1,2019,11,3,5,0,0
1,1,0,373.98,373.98,0,1,0,1,2019,11,4,3,0,0
1,1,0,488.82,488.82,0,1,0,1,2019,11,6,7,0,0
1,1,0,131.76,131.76,0,1,0,1,2019,11,6,5,0,0
2,2,56644,241.71,241.71,0,2,0,2,2019,11,7,2,0,0
1,1,0,77.62,77.62,0,1,0,1,2019,11,7,2,0,0
1,1,0,84.92,84.92,0,1,0,2,2019,11,1,5,0,0
1,1,0,53.54,53.54,0,1,0,1,2019,11,2,4,0,0
1,1,0,154.42,154.42,0,1,0,1,2019,11,5,1,0,0
1,1,0,72.07,72.07,0,1,0,1,2019,11,7,1,0,0
1,1,0,379.93,379.93,0,1,0,1,2019,11,7,6,0,0
1,1,0,238.4,238.4,0,1,0,1,2019,11,1,1,0,0
1,1,0,1022.42,1022.42,0,1,0,1,2019,11,2,5,0,0
1,1,0,412.98,412.98,0,1,0,1,2019,11,5,5,0,0
2,2,286974,87.08,86.92,0,2,0,1,2019,11,3,6,0,0
1,1,0,149.04,149.04,0,1,0,1,2019,11,5,5,0,0
1,1,0,200.78,200.78,0,1,0,1,2019,11,3,2,0,0
1,1,0,463.07,463.07,0,1,0,1,2019,11,6,5,0,0
1,1,0,437.33,437.33,0,1,0,1,2019,11,6,1,0,0
1,1,0,187.58,187.58,0,1,0,1,2019,11,5,1,0,0
1,1,0,48.23,48.23,0,1,0,1,2019,11,6,1,0,0
1,1,0,110.17,110.17,0,1,0,3,2019,11,5,1,0,0
1,1,0,707.84,707.84,0,1,0,1,2019,11,3,5,0,0
1,1,0,97.81,97.81,0,1,0,1,2019,11,1,5,0,0
1,1,0,195.06,195.06,0,1,0,1,2019,11,1,5,0,0
1,1,0,94.98,94.98,0,1,0,1,2019,11,3,1,0,0
1,1,0,158.56,158.56,0,1,0,1,2019,11,2,4,0,0
1,1,0,17.84,17.84,0,1,0,1,2019,11,3,2,0,0
1,1,0,210.3,210.3,0,1,0,1,2019,11,3,3,0,0
1,1,0,151.87,151.87,0,1,0,1,2019,11,6,4,0,0
1,1,0,177.35,177.35,0,1,0,1,2019,11,1,6,0,0
1,1,0,221.63,221.63,0,1,0,1,2019,11,4,5,0,0
1,1,0,38.59,38.59,0,1,0,1,2019,11,4,1,0,0
1,1,0,141.55,141.55,0,1,0,1,2019,11,3,3,0,0
1,1,0,231.64,231.64,0,1,0,1,2019,11,7,5,0,0
1,1,0,915.08,915.08,0,1,0,1,2019,11,5,2,0,0
1,1,0,164.7,164.7,0,1,0,1,2019,11,6,5,0,0
1,1,0,47.62,47.62,0,1,0,1,2019,11,3,1,0,0
1,1,0,471.83,471.83,0,1,0,1,2019,11,3,5,0,0
1,1,0,71.86,71.86,0,1,0,1,2019,11,5,1,0,0
1,1,0,1421.76,1421.76,0,1,0,1,2019,11,5,2,0,0
1,1,0,115.27,115.27,0,1,0,1,2019,11,6,5,0,0
1,1,0,592.01,592.01,0,1,0,1,2019,11,4,2,0,0
1,1,0,155.47,155.47,0,1,0,1,2019,11,7,5,0,0
1,1,0,178.9,178.9,0,1,0,1,2019,11,6,5,0,0
1,1,0,167.29,167.29,0,1,0,1,2019,11,7,1,0,0
1,1,0,84.92,84.92,0,1,0,1,2019,11,2,2,0,0
1,1,0,580.45,580.45,0,1,0,1,2019,11,1,7,0,0
1,1,0,483.09,483.09,0,1,0,1,2019,11,7,3,0,0
1,1,0,179.67,179.67,0,1,0,2,2019,11,7,6,0,0
2,1,61,92.41,92.41,0,2,0,2,2019,11,5,5,0,0
1,1,0,453.01,453.01,0,1,0,1,2019,11,7,3,0,0
1,1,0,154.16,154.16,0,1,0,1,2019,11,3,1,0,0
1,1,0,149.27,149.27,0,1,0,1,2019,11,2,5,0,0
1,1,0,104.25,104.25,0,1,0,1,2019,11,5,2,0,0
1,1,0,48.39,48.39,0,0,0,0,2019,11,1,6,0,1
1,1,0,61.78,61.78,0,1,0,1,2019,11,3,6,0,0
1,1,0,11.3,11.3,0,1,0,1,2019,11,4,3,0,0
1,1,0,177.1,177.1,0,1,0,1,2019,11,3,3,0,0
1,1,0,16.67,16.67,0,1,0,1,2019,11,4,1,0,0
1,1,0,77.17,77.17,0,1,0,1,2019,11,6,2,0,0
1,1,0,107.85,107.85,0,1,0,1,2019,11,6,2,0,0
1,1,0,264.82,264.82,0,1,0,1,2019,11,7,2,0,0
1,1,0,914.23,914.23,0,1,0,2,2019,11,3,5,0,0
1,1,0,33.98,33.98,0,1,0,2,2019,11,4,5,0,0
2,1,31,550.82,519.96,1,1,1,1,2019,11,6,2,0,0
1,1,0,146.81,146.81,0,1,0,1,2019,11,6,2,0,0
1,1,0,12.87,12.87,0,1,0,1,2019,11,6,1,0,0
1,1,0,56.37,56.37,0,1,0,1,2019,11,4,1,0,0
1,1,0,51.46,51.46,0,1,0,1,2019,11,4,6,0,0
1,1,0,1490.36,1490.36,0,1,0,1,2019,11,4,5,0,0
1,1,0,43.73,43.73,0,1,0,1,2019,11,4,2,0,0
1,1,0,24.45,24.45,0,1,0,1,2019,11,1,1,0,0
1,1,0,565.61,565.61,0,1,0,1,2019,11,5,5,0,0
1,1,0,591.78,591.78,0,1,0,3,2019,11,3,5,0,0
1,1,0,51.46,51.46,0,1,0,1,2019,11,3,5,0,0
1,1,0,36.04,36.04,0,1,0,2,2019,11,4,3,0,0
1,1,0,939.28,939.28,0,1,0,1,2019,11,5,5,0,0
1,1,0,189.19,189.19,0,1,0,1,2019,11,7,7,0,0
1,1,0,16.96,16.96,0,1,0,1,2019,11,1,5,0,0
1,1,0,243.74,243.74,0,1,0,2,2019,11,7,5,0,0
1,1,0,95.32,95.32,0,1,0,1,2019,11,6,6,0,0
1,1,0,795.9,795.9,0,1,0,1,2019,11,7,2,0,0
1,1,0,40.93,40.93,0,0,0,0,2019,11,6,4,0,1
1,1,0,349.59,349.59,0,1,0,4,2019,11,6,6,0,0
1,1,0,73.39,73.39,0,1,0,1,2019,11,6,2,0,0
1,1,0,295.94,295.94,0,1,0,1,2019,11,5,1,0,0
1,1,0,361.37,361.37,0,1,0,1,2019,11,1,4,0,0
1,1,0,7.18,7.18,0,1,0,2,2019,11,6,6,0,0
1,1,0,437.31,437.31,0,1,0,2,2019,11,1,5,0,0
1,1,0,1291.76,1291.76,0,1,0,2,2019,11,7,1,0,0
1,1,0,433.47,433.47,0,1,0,2,2019,11,5,6,0,0
1,1,0,452.78,452.78,0,1,0,1,2019,11,6,5,0,0
1,1,0,470.44,470.44,0,1,0,1,2019,11,5,1,0,0
1,1,0,964.97,964.97,0,1,0,2,2019,11,6,3,0,0
1,1,0,633.19,633.19,0,1,0,1,2019,11,4,5,0,0
1,1,0,55.83,55.83,0,1,0,3,2019,11,6,6,0,0
1,1,0,46.31,46.31,0,1,0,4,2019,11,6,6,0,0
3,3,96190,23.14,23.14,0,3,0,2,2019,11,4,6,0,0
1,1,0,168.04,168.04,0,1,0,1,2019,11,7,6,0,0
2,1,15,55.32,55.32,0,2,0,2,2019,11,2,7,0,0
1,1,0,97.79,97.79,0,1,0,1,2019,11,4,6,0,0
1,1,0,346.47,346.47,0,1,0,3,2019,11,5,3,0,0
1,1,0,205.67,205.67,0,1,0,1,2019,11,5,1,0,0
1,1,0,97.56,97.56,0,1,0,1,2019,11,7,2,0,0
1,1,0,321.76,321.76,0,1,0,1,2019,11,7,2,0,0
1,1,0,36.01,36.01,0,1,0,3,2019,11,3,1,0,0
1,1,0,258.69,258.69,0,1,0,1,2019,11,3,3,0,0
1,1,0,915.08,915.08,0,1,0,1,2019,11,5,2,0,0
1,1,0,19.28,19.28,0,1,0,1,2019,11,2,5,0,0
1,1,0,566.04,566.04,0,1,0,1,2019,11,4,3,0,0
1,1,0,694.97,694.97,0,1,0,1,2019,11,5,4,0,0
1,1,0,739.04,739.04,0,1,0,1,2019,11,6,2,0,0
1,1,0,386.08,386.08,0,1,0,1,2019,11,6,6,0,0
1,1,0,38.59,38.59,0,1,0,1,2019,11,2,1,0,0
1,1,0,303.48,303.48,0,1,0,1,2019,11,5,3,0,0
1,1,0,107.85,107.85,0,1,0,1,2019,11,1,1,0,0
1,1,0,54.21,54.21,0,1,0,1,2019,11,6,5,0,0
1,1,0,643.26,643.26,0,1,0,1,2019,11,6,2,0,0
1,1,0,610.01,610.01,0,1,0,1,2019,11,4,1,0,0
1,1,0,319.26,319.26,0,1,0,1,2019,11,6,1,0,0
1,1,0,26.43,26.43,0,1,0,1,2019,11,4,2,0,0
1,1,0,914,914,0,1,0,2,2019,11,4,5,0,0
1,1,0,137.87,137.87,0,1,0,2,2019,11,6,7,0,0
1,1,0,153.93,153.93,0,1,0,3,2019,11,3,1,0,0
1,1,0,489.05,489.05,0,1,0,1,2019,11,6,4,0,0
1,1,0,136.4,136.4,1,0,1,0,2019,11,4,1,0,0
1,1,0,334.6,334.6,0,1,0,1,2019,11,4,5,0,0
1,1,0,133.28,133.28,0,1,0,1,2019,11,4,1,0,0
1,1,0,371.9,371.9,0,1,0,1,2019,11,1,6,0,0
1,1,0,44.18,44.18,0,1,0,1,2019,11,4,1,0,0
1,1,0,59.18,59.18,0,1,0,1,2019,11,2,2,0,0
1,1,0,42.99,42.99,0,1,0,1,2019,11,5,2,0,0
1,1,0,244.09,244.09,0,1,0,2,2019,11,5,1,0,0
1,1,0,44.79,44.79,0,1,0,1,2019,11,5,6,0,0
1,1,0,970.84,970.84,0,1,0,1,2019,11,5,5,0,0
1,1,0,78.77,78.77,0,1,0,1,2019,11,5,3,0,0
1,1,0,138.57,138.57,0,1,0,1,2019,11,6,2,0,0
1,1,0,188.86,188.86,0,1,0,1,2019,11,6,2,0,0
1,1,0,68.47,68.47,0,1,0,2,2019,11,6,5,0,0
1,1,0,243.51,243.51,0,1,0,1,2019,11,4,2,0,0
1,1,0,154.42,154.42,0,1,0,1,2019,11,7,2,0,0
2,1,108,488.3,488.3,0,2,0,2,2019,11,7,5,0,0
2,1,282,206.88,206.88,0,1,0,1,2019,11,2,5,0,1
1,1,0,728.81,728.81,0,1,0,1,2019,11,4,5,0,0
1,1,0,128.7,128.7,0,1,0,1,2019,11,5,2,0,0
1,1,0,157.53,157.53,0,0,0,0,2019,11,6,6,0,1
1,1,0,57.31,57.31,0,1,0,1,2019,11,5,3,0,0
1,1,0,110.17,110.17,0,1,0,1,2019,11,4,5,0,0
1,1,0,33.05,33.05,0,1,0,1,2019,11,5,5,0,0
1,1,0,45.3,45.3,0,1,0,2,2019,11,7,2,0,0
1,1,0,717.65,717.65,0,1,0,1,2019,11,6,5,0,0
1,1,0,1661.15,1661.15,0,1,0,1,2019,11,6,5,0,0
1,1,0,1188.68,1188.68,0,1,0,1,2019,11,6,5,0,0
1,1,0,84.69,84.69,0,1,0,2,2019,11,5,6,0,0
1,1,0,310.41,310.41,0,1,0,1,2019,11,2,3,0,0
1,1,0,136.14,136.14,0,1,0,1,2019,11,1,2,0,0
1,1,0,136.17,136.17,0,1,0,2,2019,11,6,3,0,0
1,1,0,952.38,952.38,0,1,0,1,2019,11,3,1,0,0
1,1,0,25.44,25.44,0,1,0,1,2019,11,5,3,0,0
1,1,0,72.07,72.07,0,1,0,1,2019,11,1,5,0,0
1,1,0,514.53,514.53,0,1,0,1,2019,11,3,1,0,0
1,1,0,477.49,477.49,0,1,0,2,2019,11,5,1,0,0
1,1,0,64.33,64.33,0,1,0,2,2019,11,5,7,0,0
1,1,0,67.96,67.96,0,1,0,1,2019,11,5,3,0,0
1,1,0,440.17,440.17,0,1,0,1,2019,11,5,6,0,0
1,1,0,218.28,218.28,0,1,0,1,2019,11,7,5,0,0
1,1,0,141.55,141.55,0,1,0,1,2019,11,5,3,0,0
1,1,0,97.79,97.79,0,1,0,1,2019,11,3,1,0,0
1,1,0,244.02,244.02,0,1,0,1,2019,11,6,1,0,0
1,1,0,68.69,68.69,0,1,0,1,2019,11,6,5,0,0
1,1,0,32.69,32.69,0,1,0,1,2019,11,6,5,0,0
1,1,0,101.68,101.68,0,1,0,3,2019,11,2,6,0,0
1,1,0,282.72,282.72,0,1,0,1,2019,11,6,5,0,0
1,1,0,261.53,261.53,0,1,0,1,2019,11,1,1,0,0
1,1,0,41.19,41.19,0,1,0,1,2019,11,2,3,0,0
1,1,0,237.49,237.49,0,1,0,1,2019,11,7,6,0,0
1,1,0,8.98,8.98,0,1,0,1,2019,11,4,2,0,0
1,1,0,102.19,102.19,0,1,0,2,2019,11,3,4,0,0
1,1,0,41.19,41.19,0,1,0,2,2019,11,5,7,0,0
2,2,149694,284.69,284.69,0,2,0,1,2019,11,1,2,0,0
1,1,0,509.37,509.37,0,1,0,1,2019,11,5,2,0,0
1,1,0,70.27,70.27,0,1,0,2,2019,11,3,5,0,0
1,1,0,66.13,66.13,0,1,0,1,2019,11,4,6,0,0
1,1,0,720.71,720.71,0,1,0,1,2019,11,2,3,0,0
1,1,0,66.9,66.9,0,1,0,1,2019,11,3,2,0,0
1,1,0,486.76,486.76,0,1,0,1,2019,11,2,6,0,0
1,1,0,283.12,283.12,0,1,0,1,2019,11,3,4,0,0
1,1,0,41.16,41.16,0,1,0,1,2019,11,1,2,0,0
1,1,0,720.32,720.32,0,1,0,1,2019,11,4,1,0,0
1,1,0,100.39,100.39,0,1,0,3,2019,11,2,4,0,0
1,1,0,68.93,68.93,0,1,0,1,2019,11,7,2,0,0
1,1,0,193.57,193.57,0,1,0,1,2019,11,7,1,0,0
1,1,0,264.83,264.83,1,0,1,0,2019,11,6,2,0,0
1,1,0,10.27,10.27,0,0,0,0,2019,11,7,3,0,1
1,1,0,125.85,125.85,0,1,0,1,2019,11,2,5,0,0
1,1,0,1001.29,1001.29,0,1,0,3,2019,11,7,1,0,0
1,1,0,437.33,437.33,0,1,0,1,2019,11,5,7,0,0
1,1,0,71.82,71.82,0,1,0,1,2019,11,2,5,0,0
1,1,0,102.94,102.94,0,1,0,1,2019,11,3,2,0,0
1,1,0,778.36,778.36,0,1,0,1,2019,11,6,2,0,0
1,1,0,25.48,25.48,1,0,1,0,2019,11,6,6,0,0
1,1,0,160.11,160.11,0,1,0,2,2019,11,3,6,0,0
1,1,0,205.9,205.9,0,1,0,1,2019,11,1,2,0,0
1,1,0,97.81,97.81,0,1,0,1,2019,11,3,5,0,0
1,1,0,501.69,501.69,0,1,0,1,2019,11,5,5,0,0
1,1,0,360.11,360.11,0,1,0,2,2019,11,5,2,0,0
1,1,0,123.95,123.95,0,1,0,2,2019,11,4,5,0,0
1,1,0,643.23,643.23,1,0,1,0,2019,11,4,6,0,0
1,1,0,231.67,231.67,0,1,0,2,2019,11,5,2,0,0
1,1,0,36.01,36.01,0,1,0,1,2019,11,3,2,0,0
1,1,0,77.2,77.2,0,1,0,1,2019,11,1,3,0,0
1,1,0,0,0,0,1,0,1,2019,11,7,3,0,0
1,1,0,489.94,489.94,0,1,0,1,2019,11,1,5,0,0
1,1,0,307.02,307.02,0,1,0,2,2019,11,5,7,0,0
1,1,0,33.44,33.44,0,1,0,1,2019,11,7,1,0,0
1,1,0,134.37,134.37,0,1,0,1,2019,11,7,6,0,0
1,1,0,426.23,426.23,0,1,0,1,2019,11,6,3,0,0
1,1,0,270.28,270.28,0,1,0,1,2019,11,1,2,0,0
1,1,0,237.78,237.78,0,1,0,2,2019,11,6,5,0,0
1,1,0,70.01,70.01,0,1,0,1,2019,11,7,5,0,0
1,1,0,7.79,7.79,0,1,0,1,2019,11,6,2,0,0
1,1,0,149.27,149.27,0,1,0,2,2019,11,3,5,0,0
1,1,0,168.7,168.7,0,1,0,1,2019,11,5,5,0,0
1,1,0,88.29,88.29,0,1,0,1,2019,11,4,5,0,0
1,1,0,1625.24,1625.24,1,0,1,0,2019,11,5,1,0,0
1,1,0,128.45,128.45,0,1,0,1,2019,11,5,3,0,0
1,1,0,614.69,614.69,0,1,0,1,2019,11,4,5,0,0
1,1,0,168.69,168.69,1,0,1,0,2019,11,4,6,0,0
1,1,0,7.55,7.55,0,1,0,1,2019,11,6,6,0,0
1,1,0,127.66,127.66,0,1,0,1,2019,11,5,3,0,0
1,1,0,11.92,11.92,0,1,0,1,2019,11,5,5,0,0
1,1,0,411.59,411.59,0,1,0,1,2019,11,4,5,0,0
1,1,0,16.73,16.73,0,1,0,1,2019,11,5,5,0,0
1,1,0,357.77,357.77,0,1,0,3,2019,11,5,3,0,0
1,1,0,259.47,259.47,0,1,0,1,2019,11,3,2,0,0
1,1,0,16.21,16.21,0,1,0,1,2019,11,6,1,0,0
1,1,0,771.96,771.96,0,1,0,1,2019,11,1,3,0,0
1,1,0,1013.85,1013.85,0,1,0,1,2019,11,6,5,0,0
1,1,0,63.06,63.06,0,1,0,2,2019,11,7,7,0,0
1,1,0,51.4,51.4,0,1,0,1,2019,11,6,4,0,0
1,1,0,13.77,13.77,0,1,0,1,2019,11,1,2,0,0
1,1,0,255.05,255.05,0,1,0,5,2019,11,7,5,0,0
1,1,0,728.46,728.46,0,1,0,2,2019,11,4,6,0,0
1,1,0,51.46,51.46,0,1,0,1,2019,11,2,6,0,0
1,1,0,90.81,90.81,0,1,0,2,2019,11,5,3,0,0
1,1,0,56.37,56.37,0,1,0,1,2019,11,5,1,0,0
1,1,0,243.49,243.49,0,1,0,1,2019,11,4,6,0,0
1,1,0,84.19,84.19,0,1,0,1,2019,11,5,2,0,0
1,1,0,977.89,977.89,0,1,0,1,2019,11,5,5,0,0
1,1,0,69.5,69.5,0,1,0,2,2019,11,5,4,0,0
1,1,0,445.31,445.31,0,1,0,2,2019,11,7,2,0,0
1,1,0,12.84,12.84,0,1,0,1,2019,11,3,4,0,0
1,1,0,182.22,182.22,0,1,0,1,2019,11,1,6,0,0
1,1,0,136.14,136.14,0,1,0,1,2019,11,1,5,0,0
1,1,0,128.19,128.19,0,1,0,2,2019,11,1,5,0,0
1,1,0,136.43,136.43,0,1,0,1,2019,11,4,6,0,0
1,1,0,26.33,26.33,0,1,0,2,2019,11,3,6,0,0
1,1,0,282.86,282.86,0,1,0,3,2019,11,2,5,0,0
1,1,0,177.33,177.33,0,1,0,2,2019,11,3,6,0,0
1,1,0,231.41,231.41,0,1,0,1,2019,11,3,5,0,0
1,1,0,68.73,68.73,0,1,0,1,2019,11,7,3,0,0
1,1,0,1472.85,1472.85,0,1,0,1,2019,11,5,2,0,0
1,1,0,45.82,45.82,0,1,0,1,2019,11,6,6,0,0
1,1,0,41.44,41.44,0,1,0,1,2019,11,5,1,0,0
1,1,0,127.67,127.67,0,1,0,1,2019,11,4,6,0,0
1,1,0,284.43,284.43,0,1,0,1,2019,11,4,3,0,0
1,1,0,265.13,265.13,0,1,0,1,2019,11,7,3,0,0
1,1,0,175.55,175.55,0,1,0,2,2019,11,5,5,0,0
1,1,0,53.54,53.54,0,1,0,1,2019,11,7,3,0,0
1,1,0,77.22,77.22,0,1,0,1,2019,11,6,5,0,0
1,1,0,21.85,21.85,0,1,0,1,2019,11,7,6,0,0
1,1,0,33.98,33.98,0,1,0,1,2019,11,6,3,0,0
1,1,0,286.98,286.98,0,1,0,1,2019,11,2,5,0,0
1,1,0,27.23,27.23,0,1,0,1,2019,11,3,5,0,0
1,1,0,102.96,102.96,0,1,0,2,2019,11,7,2,0,0
1,1,0,167.06,167.06,0,1,0,1,2019,11,2,4,0,0
1,1,0,207.14,207.14,0,1,0,1,2019,11,2,3,0,0
1,1,0,254.74,254.74,0,1,0,2,2019,11,2,2,0,0
1,1,0,69.47,69.47,0,1,0,1,2019,11,7,3,0,0
1,1,0,319.16,319.16,0,1,0,1,2019,11,6,1,0,0
1,1,0,1106.25,1106.25,0,1,0,1,2019,11,1,7,0,0
1,1,0,52.99,52.99,0,1,0,1,2019,11,7,2,0,0
1,1,0,88.26,88.26,0,1,0,1,2019,11,3,5,0,0
1,1,0,668.95,668.95,0,1,0,1,2019,11,7,6,0,0
1,1,0,282.09,282.09,1,0,1,1,2019,11,6,6,0,0
1,1,0,37.84,37.84,0,1,0,2,2019,11,7,6,0,0
1,1,0,45.04,45.04,0,1,0,1,2019,11,6,6,0,0
1,1,0,51.48,51.48,0,1,0,2,2019,11,1,1,0,0
1,1,0,334.37,334.37,0,1,0,1,2019,11,1,6,0,0
1,1,0,348.44,348.44,0,1,0,1,2019,11,6,2,0,0
1,1,0,118.15,118.15,0,1,0,1,2019,11,5,2,0,0
1,1,0,54.03,54.03,0,1,0,2,2019,11,5,3,0,0
1,1,0,49.89,49.89,0,1,0,1,2019,11,1,1,0,0
1,1,0,220.08,220.08,0,1,0,1,2019,11,2,1,0,0
1,1,0,19.22,19.22,0,1,0,1,2019,11,6,2,0,0
1,1,0,386.08,386.08,0,1,0,1,2019,11,4,2,0,0
1,1,0,437.33,437.33,0,1,0,1,2019,11,5,1,0,0
1,1,0,77.2,77.2,0,1,0,2,2019,11,6,2,0,0
1,1,0,283.12,283.12,0,1,0,2,2019,11,5,3,0,0
1,1,0,241.71,241.71,0,1,0,1,2019,11,7,2,0,0
1,1,0,293.44,293.44,0,1,0,1,2019,11,5,2,0,0
1,1,0,540.3,540.3,0,1,0,1,2019,11,5,1,0,0
1,1,0,214.93,214.93,0,1,0,1,2019,11,3,5,0,0
1,1,0,18.53,18.53,0,1,0,1,2019,11,1,5,0,0
1,1,0,258,258,1,0,1,0,2019,11,3,2,0,0
1,1,0,720.46,720.46,0,1,0,1,2019,11,6,5,0,0
1,1,0,33.98,33.98,0,1,0,1,2019,11,1,2,0,0
1,1,0,164.43,164.43,0,1,0,1,2019,11,7,6,0,0
1,1,0,123.93,123.93,1,0,1,0,2019,11,7,6,0,0
1,1,0,42.19,42.19,0,1,0,1,2019,11,7,5,0,0
1,1,0,313.41,313.41,0,1,0,2,2019,11,2,6,0,0
1,1,0,149.27,149.27,0,1,0,2,2019,11,6,6,0,0
1,1,0,102.89,102.89,0,1,0,1,2019,11,5,2,0,0
1,1,0,54.57,54.57,0,1,0,1,2019,11,4,2,0,0
1,1,0,68.21,68.21,0,1,0,3,2019,11,7,1,0,0
1,1,0,187.39,187.39,0,1,0,1,2019,11,4,5,0,0
1,1,0,383.02,383.02,0,1,0,1,2019,11,7,2,0,0
1,1,0,739.04,739.04,0,1,0,1,2019,11,6,2,0,0
1,1,0,113.23,113.23,0,1,0,1,2019,11,3,6,0,0
1,1,0,128.68,128.68,0,1,0,1,2019,11,6,5,0,0
1,1,0,980.22,980.22,0,1,0,1,2019,11,3,5,0,0
1,1,0,308.86,308.86,0,1,0,3,2019,11,5,1,0,0
1,1,0,86.49,86.49,0,1,0,1,2019,11,6,2,0,0
1,1,0,177.54,177.54,0,1,0,1,2019,11,2,5,0,0
1,1,0,87.26,87.26,0,1,0,1,2019,11,7,5,0,0
1,1,0,24.9,24.9,0,1,0,1,2019,11,3,5,0,0
1,1,0,18.38,18.38,0,1,0,4,2019,11,4,5,0,0
1,1,0,514.68,514.68,0,1,0,1,2019,11,7,1,0,0
1,1,0,72.05,72.05,0,1,0,1,2019,11,6,1,0,0
1,1,0,15.42,15.42,0,1,0,1,2019,11,6,7,0,0
1,1,0,16.71,16.71,0,1,0,1,2019,11,7,2,0,0
1,1,0,7.7,7.7,0,1,0,1,2019,11,4,2,0,0
1,1,0,356.05,356.05,0,1,0,1,2019,11,3,5,0,0
1,1,0,128.45,128.45,0,1,0,1,2019,11,2,1,0,0
1,1,0,5.12,5.12,0,1,0,1,2019,11,7,3,0,0
1,1,0,681.61,681.61,0,1,0,1,2019,11,5,3,0,0
1,1,0,74.65,74.65,0,1,0,1,2019,11,4,5,0,0
1,1,0,161.51,161.51,0,1,0,1,2019,11,5,3,0,0
1,1,0,167.29,167.29,0,1,0,1,2019,11,3,2,0,0
1,1,0,1364.23,1364.23,0,1,0,1,2019,11,4,6,0,0
1,1,0,102.94,102.94,0,1,0,1,2019,11,7,5,0,0
1,1,0,53.54,53.54,0,1,0,1,2019,11,6,2,0,0
1,1,0,1745.19,1745.19,0,1,0,1,2019,11,5,2,0,0
1,1,0,476.17,476.17,0,1,0,1,2019,11,6,6,0,0
1,1,0,301.14,301.14,0,1,0,1,2019,11,4,5,0,0
1,1,0,951.63,951.63,0,1,0,1,2019,11,6,5,0,0
1,1,0,230.24,230.24,0,1,0,1,2019,11,7,5,0,0
1,1,0,26.33,26.33,0,1,0,1,2019,11,6,5,0,0
1,1,0,710.42,710.42,0,1,0,1,2019,11,5,6,0,0
1,1,0,167.29,167.29,0,1,0,2,2019,11,5,1,0,0
1,1,0,56.35,56.35,0,1,0,1,2019,11,6,3,0,0
1,1,0,473.63,473.63,0,1,0,1,2019,11,7,3,0,0
1,1,0,499.45,499.45,0,1,0,1,2019,11,4,2,0,0
1,1,0,63.06,63.06,0,1,0,1,2019,11,7,3,0,0
1,1,0,343.12,343.12,0,1,0,3,2019,11,5,5,0,0
1,1,0,6.97,6.97,0,1,0,1,2019,11,2,3,0,0
1,1,0,334.6,334.6,0,0,0,0,2019,11,5,6,0,1
1,1,0,25.48,25.48,0,1,0,3,2019,11,2,2,0,0
1,1,0,823.44,823.44,0,1,0,1,2019,11,7,3,0,0
1,1,0,80.05,80.05,0,1,0,1,2019,11,6,1,0,0
1,1,0,23.03,23.03,0,1,0,1,2019,11,1,5,0,0
1,1,0,135.27,135.27,0,1,0,1,2019,11,5,3,0,0
1,1,0,463.31,463.31,0,1,0,1,2019,11,6,6,0,0
1,1,0,38.61,38.61,0,1,0,2,2019,11,6,2,0,0
1,1,0,151.87,151.87,0,1,0,1,2019,11,1,3,0,0
1,1,0,351.1,351.1,0,1,0,1,2019,11,4,3,0,0
1,1,0,1657.19,1657.19,0,1,0,1,2019,11,3,5,0,0
1,1,0,53.54,53.54,0,1,0,1,2019,11,5,5,0,0
1,1,0,190.48,190.48,0,1,0,2,2019,11,5,5,0,0
1,1,0,249.68,249.68,0,1,0,2,2019,11,1,5,0,0
1,1,0,412.85,412.85,0,1,0,1,2019,11,7,5,0,0
1,1,0,488.82,488.82,0,1,0,1,2019,11,2,6,0,0
1,1,0,149.99,149.99,0,1,0,2,2019,11,4,2,0,0
1,1,0,1363.23,1363.23,0,1,0,1,2019,11,3,1,0,0
1,1,0,771.71,771.71,0,1,0,1,2019,11,5,4,0,0
1,1,0,25.71,25.71,0,1,0,1,2019,11,7,3,0,0
1,1,0,64.61,64.61,0,1,0,1,2019,11,5,6,0,0
1,1,0,694.72,694.72,0,1,0,1,2019,11,6,1,0,0
1,1,0,29.59,29.59,1,0,1,0,2019,11,2,5,0,0
1,1,0,36.01,36.01,0,1,0,2,2019,11,7,3,0,0
1,1,0,166.03,166.03,0,1,0,1,2019,11,2,5,0,0
1,1,0,965.2,965.2,0,1,0,1,2019,11,4,5,0,0
1,1,0,308.63,308.63,0,1,0,1,2019,11,1,2,0,0
1,1,0,169.86,169.86,0,1,0,1,2019,11,2,5,0,0
1,1,0,74.39,74.39,0,1,0,1,2019,11,7,6,0,0
2,2,194558,566.22,434.76,0,2,0,1,2019,11,5,5,0,0
1,1,0,318.67,318.67,0,1,0,1,2019,11,6,3,0,0
1,1,0,2574.07,2574.07,0,1,0,1,2019,11,5,5,0,0
1,1,0,16.73,16.73,0,1,0,1,2019,11,4,6,0,0
